bookId,title,author,publisher,description,keywords,rack,year
117,Database Management Systems: A Practical Approach,"David M. Kroenke, David Auer",Pearson,"This book provides a practical approach to learning database management systems through a series of hands-on exercises and projects. It covers key concepts, including database design, SQL, and data modeling, while encouraging students to apply what they learn through real-world scenarios. The book is ideal for laboratory settings, offering comprehensive coverage of DBMS topics and practical applications.","Database Management, SQL, Data Modeling, Database Design, Practical Applications, Hands-On Projects",rack2,secondyear
118,"Web Technologies: HTML, JavaScript, PHP, Java, and MySQL",Andrew Holliday,Pearson,"This book provides a comprehensive introduction to web technologies, covering essential topics such as HTML, CSS, JavaScript, PHP, and MySQL. It focuses on creating dynamic web applications and includes practical examples and projects that guide readers through the process of developing fully functional websites. The book is ideal for beginners and intermediate learners looking to understand web development from the ground up.","Web Technologies, HTML, CSS, JavaScript, PHP, MySQL, Web Development, Dynamic Web Applications",rack2,thirdyear
119,"Learning Web Design: A Beginner's Guide to HTML, CSS, JavaScript, and Web Graphics",Jennifer Niederst Robbins,O'Reilly Media,"This book serves as an excellent introduction to web design and development, focusing on HTML, CSS, and JavaScript. It includes hands-on exercises, practical examples, and insights into designing user-friendly interfaces. This resource is perfect for those new to web technologies, as it provides a solid foundation for creating visually appealing and interactive websites.","Web Design, HTML, CSS, JavaScript, Web Graphics, User-Friendly Interfaces, Beginner's Guide",rack2,thirdyear
120,Introduction to Data Mining,"Pang-Ning Tan, Michael Steinbach, Vipin Kumar",Pearson,"This introductory book offers a clear and accessible overview of data mining techniques and their applications. It covers important topics such as data preprocessing, data exploration, classification, clustering, and mining complex data types. The book is well-structured, with numerous examples and exercises that enhance understanding, making it suitable for beginners and intermediate learners in the field.","Data Mining, Data Preprocessing, Classification, Clustering, Data Exploration, Practical Applications",rack3,thirdyear
121,Data Mining: The Textbook,"Daniel T. Larose, Chantal D. Larose",Chapman and Hall/CRC,"This textbook provides a comprehensive introduction to data mining techniques, emphasizing practical applications and hands-on projects. It covers essential topics such as data preparation, visualization, classification, clustering, and association rule mining, with a focus on real-world examples and case studies. This book is ideal for students and professionals looking to deepen their understanding of data mining in various contexts.","Data Mining, Data Preparation, Visualization, Classification, Clustering, Case Studies, Hands-On Projects",rack3,thirdyear
122,Pattern Recognition and Machine Learning,Christopher M. Bishop,Springer,"While focusing on pattern recognition, this book covers essential concepts in machine learning that are closely related to data mining. It includes advanced techniques for modeling and inference in statistical patterns and covers topics such as graphical models, neural networks, and Bayesian methods. This book is suitable for those interested in the theoretical underpinnings of data mining techniques and machine learning applications.","Pattern Recognition, Machine Learning, Statistical Modeling, Inference, Graphical Models, Neural Networks, Bayesian Methods",rack3,thirdyear
123,Computer Networking: A Top-Down Approach,"James Kurose, Keith Ross",Pearson,"This widely used textbook adopts a top-down approach to computer networking, starting with application-layer protocols and working down to the physical layer. It covers essential topics such as network protocols, architecture, performance, and security. The book is well-structured and includes numerous examples, case studies, and exercises, making it ideal for both undergraduate students and professionals looking to deepen their understanding of computer networks.","Computer Networking, Protocols, Architecture, Security, Top-Down Approach, Case Studies, Exercises",rack3,thirdyear
124,Computer Networks,"Andrew S. Tanenbaum, David J. Wetherall",Pearson,"This comprehensive textbook provides an in-depth exploration of computer networks, covering topics such as network architecture, protocols, the Internet, and network security. It emphasizes both theoretical concepts and practical applications, making it suitable for students and professionals. The book includes numerous diagrams and examples to illustrate complex concepts clearly","Computer Networks, Network Architecture, Protocols, Internet, Network Security, Theoretical Concepts, Practical Applications",rack3,thirdyear
125,Deep Learning,"Ian Goodfellow, Yoshua Bengio, Aaron Courville",MIT Press,"This definitive textbook on deep learning provides an in-depth exploration of the concepts, techniques, and applications of deep learning in artificial intelligence. It covers a wide range of topics, including neural networks, optimization algorithms, convolutional networks, and sequence modeling. The book is suitable for both beginners and advanced practitioners looking to deepen their understanding of deep learning and its role in AI.","Artificial Intelligence, Deep Learning, Neural Networks, Optimization, Convolutional Networks, Sequence Modeling",rack3,thirdyear
126,Artificial Intelligence: A Modern Approach,"Stuart Russell, Peter Norvig",Pearson,"This comprehensive textbook is widely regarded as one of the best resources for learning about artificial intelligence. It covers a broad range of topics, including search algorithms, knowledge representation, reasoning, machine learning, and robotics. The book combines theoretical concepts with practical applications, making it suitable for both students and practitioners interested in understanding the principles and practices of AI.","Artificial Intelligence, Search Algorithms, Knowledge Representation, Reasoning, Machine Learning, Robotics",rack3,thirdyear
127,Operating System Concepts,"Abraham Silberschatz, Peter B. Galvin, Greg Gagne",Wiley,"This classic textbook provides a comprehensive overview of operating system concepts and principles. It covers essential topics such as process management, memory management, file systems, and security. The book is well-structured and includes numerous examples, exercises, and case studies, making it ideal for students and professionals seeking a thorough understanding of operating systems.","Operating Systems, Process Management, Memory Management, File Systems, Security, Case Studies, Principles",rack3,thirdyear
128,Modern Operating Systems,Andrew S. Tanenbaum,Pearson,"This book offers an in-depth look at the principles and design of modern operating systems. It covers topics such as process synchronization, deadlocks, memory management, and distributed systems, with a focus on real-world applications and case studies. The book is suitable for advanced students and professionals who want to understand the complexities of modern OS design and implementation.","Operating Systems, Modern Design, Process Synchronization, Deadlocks, Memory Management, Distributed Systems, Case Studies",rack4,thirdyear
129,Deep Learning,"Ian Goodfellow, Yoshua Bengio, Aaron Courville",MIT Press,"This comprehensive textbook is considered one of the definitive resources on deep learning. It covers a wide range of topics, including the mathematical foundations of deep learning, neural networks, optimization algorithms, convolutional networks, sequence modeling, and unsupervised learning. The book is suitable for both beginners and experienced practitioners, providing in-depth theoretical insights along with practical applications in various domains.","Deep Learning, Neural Networks, Optimization, Convolutional Networks, Sequence Modeling, Unsupervised Learning, Theoretical Foundations",rack4,fourthyear
130,"Hands-On Machine Learning with Scikit-Learn, Keras, and TensorFlow",Aur�lien G�ron,O'Reilly Media,"This practical guide provides a hands-on approach to machine learning and deep learning using Python libraries like Scikit-Learn, Keras, and TensorFlow. The book covers fundamental concepts in machine learning and progresses to deep learning topics such as neural networks and deep reinforcement learning. It includes numerous practical examples and projects, making it ideal for practitioners and beginners looking to apply deep learning techniques in real-world scenarios.","Deep Learning, Machine Learning, Scikit-Learn, Keras, TensorFlow, Hands-On Projects, Python Programming",rack4,fourthyear
131,Design Patterns: Elements of Reusable Object-Oriented Software,"Erich Gamma, Richard Helm, Ralph Johnson, John Vlissides (the ""Gang of Four"")",Addison-Wesley,"This classic book introduces the concept of design patterns in software engineering, presenting 23 design patterns that provide proven solutions to common design problems. The book discusses the purpose and application of each pattern, along with UML diagrams and code examples. It's an essential resource for software developers and architects looking to improve their design skills and create more maintainable and flexible software systems.","Design Patterns, Object-Oriented Design, Software Engineering, UML Diagrams, Reusable Code, Software Architecture",rack4,fourthyear
132,Head First Design Patterns: A Brain-Friendly Guide,"Eric Freeman, Bert Bates, Kathy Sierra, Elisabeth Robson",O'Reilly Media,"This book takes a unique and engaging approach to teaching design patterns using visuals, anecdotes, and real-world examples. It covers key design patterns in an accessible manner, focusing on how to apply them in practical scenarios. Ideal for beginners, this book helps readers understand design patterns without overwhelming them with technical jargon.","Design Patterns, Software Design, Practical Examples, Visual Learning, Beginner-Friendly, Object-Oriented Programming",rack4,fourthyear
133,Big Data: Principles and Best Practices of Scalable Real-Time Data Systems,"Nathan Marz, James Warren",Manning Publications,"This book provides a comprehensive overview of big data principles and architectures for processing large-scale data. It covers essential topics such as batch and stream processing, data storage, and real-time analytics. The authors present a detailed approach to building scalable data systems, making this book ideal for practitioners and developers looking to implement big data solutions effectively.","Big Data, Real-Time Data Processing, Scalable Systems, Batch Processing, Stream Processing, Data Storage, Analytics",rack4,fourthyear
134,Big Data Analytics with R and Hadoop,Vignesh Prajapati,Packt Publishing,"This practical guide focuses on implementing big data analytics using R and Hadoop, two powerful tools in the big data ecosystem. The book covers data preprocessing, exploratory data analysis, and advanced analytics techniques, providing hands-on examples and real-world applications. It is suitable for data scientists and analysts looking to leverage R and Hadoop for big data analytics projects","Big Data Analytics, R, Hadoop, Data Preprocessing, Exploratory Data Analysis, Real-World Applications, Data Science",rack4,fourthyear
135,Speech and Language Processing,"Daniel Jurafsky, James H. Martin",Prentice Hall,"This comprehensive textbook covers a wide range of topics in natural language processing and computational linguistics. It includes detailed discussions on language modeling, parsing, semantics, and machine translation, along with practical applications of NLP techniques. The book is well-suited for students and professionals looking to gain a deep understanding of both the theoretical and practical aspects of NLP.","Natural Language Processing, Computational Linguistics, Language Modeling, Parsing, Semantics, Machine Translation",rack4,fourthyear
136,Natural Language Processing with Python: Analyzing Text with the Natural Language Toolkit,"Steven Bird, Ewan Klein, Edward Loper",O'Reilly Media,"This practical guide introduces the concepts and techniques of natural language processing using Python and the Natural Language Toolkit (NLTK). The book provides hands-on examples, exercises, and projects that cover text processing, classification, parsing, and semantic analysis. It's ideal for beginners who want to learn NLP through practical coding exercises and real-world applications.","Natural Language Processing, Python, NLTK, Text Processing, Classification, Semantic Analysis, Hands-On Projects",rack4,fourthyear
137,Data Structures and Algorithms Made Easy,Narasimha Karumanchi,CareerMonk Publications,"This book is designed for both beginners and experienced programmers, providing a comprehensive overview of data structures and algorithms. It covers essential topics such as arrays, linked lists, stacks, queues, trees, graphs, and hashing, along with various algorithms for searching and sorting. The book includes numerous coding examples, problems, and solutions, making it an excellent resource for interviews and competitive programming.","Data Structures, Algorithms, Arrays, Linked Lists, Stacks, Queues, Trees, Graphs, Competitive Programming",rack2,secondyear
138,Data Structures and Algorithms in Java,Robert Lafore,Sams Publishing,"This book provides a thorough introduction to data structures and algorithms using Java. It covers fundamental concepts like lists, stacks, queues, trees, and graphs, along with algorithm analysis and implementation details. The book includes clear explanations, practical examples, and exercises to reinforce learning, making it suitable for both students and professionals who want to understand data structures in depth.","Data Structures, Algorithms, Java, Lists, Stacks, Queues, Trees, Graphs, Algorithm Analysis",rack4,secondyear
139,"Object-Oriented Software Engineering: Using UML, Patterns, and Java","Brad A. Myers, I. D. A. John, and others",Addison-Wesley,"This book provides a comprehensive introduction to object-oriented software engineering, emphasizing the use of UML (Unified Modeling Language) and design patterns in software development. It covers the entire software development lifecycle, from requirements gathering to design and implementation, using Java as the programming language. The book is well-suited for students and practitioners looking to apply object-oriented principles in real-world software projects.","Object-Oriented Software Engineering, UML, Design Patterns, Java, Software Development Lifecycle, Requirements Gathering, Real-World Applications",rack4,fourthyear
140,Applying UML and Patterns: An Introduction to Object-Oriented Analysis and Design and Iterative Development,Craig Larman,Pearson,"This book offers an in-depth exploration of object-oriented analysis and design using UML and design patterns. It emphasizes iterative and incremental development processes, providing practical examples and case studies. The book is suitable for both beginners and experienced developers looking to enhance their understanding of object-oriented methodologies and how to apply them effectively in software projects","Object-Oriented Analysis, UML, Design Patterns, Iterative Development, Incremental Development, Case Studies, Software Projects",rack4,fourthyear
141,"Automata, Computability and Complexity: Theory and Applications",Elaine Rich,Pearson,"This book provides a comprehensive introduction to the theory of automata, computability, and complexity. It covers fundamental concepts such as finite automata, context-free grammars, and Turing machines, as well as more advanced topics like decidability and complexity classes. The book includes numerous examples and exercises, making it suitable for both undergraduate and graduate students studying theoretical computer science.","Automata Theory, Computability, Complexity, Finite Automata, Context-Free Grammars, Turing Machines, Theoretical Computer Science",rack4,fourthyear
142,"Compilers: Principles, Techniques, and Tools (often referred to as the ""Dragon Book"")","Alfred V. Aho, Monica S. Lam, Ravi Sethi, Jeffrey D. Ullman",Pearson,"This classic textbook is a comprehensive resource on compiler design and implementation. It covers all phases of compilation, including lexical analysis, syntax analysis, semantic analysis, optimization, and code generation. The book is well-structured and includes practical examples and exercises, making it ideal for students and professionals looking to understand the intricacies of compiler construction","Compiler Design, Lexical Analysis, Syntax Analysis, Semantic Analysis, Code Generation, Optimization, Compiler Construction",rack4,fourthyear
143,"Algorithms, Part II: Graphs, Data Structures, and Data Compression","Robert Sedgewick, Kevin Wayne",Addison-Wesley,"This book is part of the widely acclaimed Algorithms series and covers advanced data structures and algorithms in depth. It focuses on graph algorithms, data structures like balanced search trees and hash tables, and data compression techniques. The book combines theoretical explanations with practical examples and visualizations, making it suitable for students and professionals seeking a deeper understanding of data structures and algorithms.","Advanced Data Structures, Graph Algorithms, Balanced Search Trees, Hash Tables, Data Compression, Algorithms",rack4,fourthyear
144,Data Structures and Algorithm Analysis in C++,Mark Allen Weiss,Pearson,"This book provides a thorough analysis of data structures and algorithms using C++. It covers various advanced data structures, including heaps, hash tables, and trees, along with their algorithms and performance analysis. The book emphasizes the importance of algorithm design and efficiency, making it a valuable resource for students and developers looking to enhance their understanding of data structures and their applications.","Data Structures, Algorithm Analysis, C++, Heaps, Hash Tables, Trees, Algorithm Design",rack4,fourthyear
145,Pattern Recognition and Machine Learning,Christopher M. Bishop,Springer,"This comprehensive textbook provides a detailed introduction to machine learning and pattern recognition. It covers essential topics such as probabilistic graphical models, neural networks, kernel methods, and clustering. The book emphasizes a theoretical approach while providing practical applications, making it suitable for both students and practitioners looking to deepen their understanding of machine learning algorithms and techniques.","Machine Learning, Pattern Recognition, Probabilistic Models, Neural Networks, Clustering, Theoretical Approach",rack4,fourthyear
146,"Hands-On Machine Learning with Scikit-Learn, Keras, and TensorFlow",Aur�lien G�ron,O'Reilly Media,"This practical guide focuses on implementing machine learning solutions using Python libraries such as Scikit-Learn, Keras, and TensorFlow. The book covers fundamental concepts in machine learning, including supervised and unsupervised learning, feature engineering, and model evaluation. With numerous hands-on examples and projects, it is ideal for practitioners and beginners looking to apply machine learning techniques to real-world problems.","Machine Learning, Scikit-Learn, Keras, TensorFlow, Practical Guide, Supervised Learning, Unsupervised Learning",rack3,fourthyear
147,NoSQL Distilled: A Brief Guide to the Emerging World of Polyglot Persistence,"Pramod J. Sadalage, Martin Fowler",Addison-Wesley,"This book provides a concise and comprehensive overview of NoSQL databases, covering their types, benefits, and when to use them. It discusses key concepts such as data modeling, query languages, and CAP theorem, providing practical insights into designing applications that use NoSQL technologies. This book is ideal for software developers and architects looking to understand the NoSQL landscape and make informed decisions about database technologies.","NoSQL, Polyglot Persistence, Data Modeling, Query Languages, CAP Theorem, Database Technologies",rack3,fourthyear
148,MongoDB: The Definitive Guide: Powerful and Scalable Data Storage,"Shannon Bradshaw, Eoin Brazil, and Kristina Chodorow",O'Reilly Media,"This definitive guide to MongoDB covers everything from basic concepts to advanced features of this popular NoSQL database. It explains data modeling, querying, indexing, and performance tuning, along with practical examples and use cases. The book is suitable for both beginners and experienced developers looking to leverage MongoDB for their applications.","MongoDB, NoSQL, Data Storage, Data Modeling, Querying, Indexing, Performance Tuning",rack4,fourthyear
149,Django for Beginners: Build websites with Python and Django,William S. Vincent,CreateSpace Independent Publishing Platform,"This book is designed for newcomers to Django and web development. It provides a step-by-step guide to building web applications using Django, covering the framework's core features, including models, views, templates, and forms. The book includes practical projects that help readers apply their knowledge, making it an ideal resource for those looking to get started with Django development.","Django, Web Development, Python, Beginners, Models, Views, Templates, Practical Projects",rack4,fourthyear
150,Two Scoops of Django 3.x: Best Practices for the Django Web Framework,Daniel and Audrey Roy Greenfeld,Cookiecutter,"This book provides insights into best practices for developing web applications with Django. It covers advanced topics such as project structure, testing, security, and deployment, along with real-world examples and tips from experienced Django developers. It's suitable for intermediate to advanced developers looking to enhance their Django skills and build robust applications.",": Django, Best Practices, Web Development, Python, Project Structure, Testing, Security, Deployment",rack4,fourthyear
